id,v_f_init,d_init,v_l_init,a_1,a_2,tau_s,tau_1,tau_2
8059,5.26,6.82,3.66,-1.96,-0.39,1.19,1.39,2.41
8060,0.11,1.8,0.16,-1.82,1.28,2.71,0.75,0.94
8061,10.31,27.9,10.12,-3.15,-1.26,0.59,2.41,2.01
8062,8.84,9.01,7.83,-3.78,-0.23,1.32,1.97,1.65
8063,9.7,12.51,9.7,-3.67,-0.3,0.88,2.56,1.02
8064,3.23,4.45,2.46,-1.93,0.84,1.55,1.52,1.14
8065,4.44,10.05,4.47,-3.43,0.5,0.99,1.46,1.07
8066,2.72,8.5,3.27,-2.81,0.41,2.31,1.14,0.7
8067,1.78,1.51,1.58,-0.63,1.07,0.4,3.09,0.34
8068,3.97,4.64,3.72,-2.81,-0.18,2.17,1.22,1.61
8069,7.13,23.19,7.11,-2.78,0.06,0.44,2.59,1.5
8070,5.8,6.75,5.45,-2.27,-0.39,2.35,2.35,0.3
8071,7.09,4.89,5.61,-1.94,-0.14,1.42,2.57,0.22
8072,11.85,6.54,11.34,-4.37,-0.67,0.55,2.26,2.18
8073,13.98,12.12,9.44,-2.55,-0.75,0.52,3.16,1.32
8074,8.92,13.85,8.97,-4.09,-0.43,1.63,1.79,1.56
8075,10.67,47.39,5.73,-3.97,-0.38,0.38,1.16,2.96
8076,0.02,2.67,0.19,-0.55,0.49,0.8,1.72,1.55
8077,4.04,3.76,4.03,-1.19,-0.48,1.19,3.09,0.73
8078,9.91,22.05,9.54,-3.91,-0.44,0.77,2.29,1.33
8079,3.56,11.34,3.09,-1.4,0.86,0.8,2.41,0.33
8080,5.39,1.98,3.93,-3.18,0.42,0.97,1.53,2.23
8081,7.02,5.71,6.44,-3.88,-0.34,0.79,1.45,2.39
8082,7.28,9.12,6.63,-5.27,-0.19,1.01,1.2,1.6
8083,9.46,21.34,8.05,-2.37,-0.94,0.57,2.87,1.33
8084,5.6,3.41,5.64,-1.59,-0.03,0.56,3.23,1.05
8085,9.79,16.7,8.15,-2.34,-0.73,0.63,3.08,1.29
8086,0.16,2.06,0.26,-0.35,0.71,2.46,1.46,0.93
8087,7.51,4.94,5.78,-3.15,0.29,0.49,2,1.79
8088,5.16,6.35,5.21,-3.82,0.29,0.81,1.52,2.07
8089,4.15,4,4.09,-2.14,0.54,1.82,2.1,0.74
8090,9.56,6.36,7.67,-5.13,-0.75,2.06,1.25,1.68
8091,12.97,25.64,12.99,-6.42,-0.85,1.45,1.63,1.91
8092,0.38,3.38,0.59,-0.35,1.25,0.19,3.52,0.51
8093,2.28,10.55,0.9,-0.71,1.04,0.65,2.28,0.69
8094,3.07,5.4,2.32,-0.56,0.12,1.07,3.06,0.87
8095,6.81,5.46,4.91,-6.18,0.06,1.87,0.81,1.67
8096,1.81,5.54,1.62,-0.78,0.35,0.44,2.76,1.51
8097,9.7,25.72,9.35,-2.7,-0.04,0.29,3.45,0.98
8098,7.26,13.7,7.17,-4.04,-0.66,0.12,1.29,2.96
8099,0.6,2.11,0.58,-0.36,0.52,0.66,2.93,0.91
8100,5.33,2.92,4.23,-2.83,0.31,0.48,1.7,1.87
8101,7.11,4.14,6.27,-1.99,-0.57,0.28,2.52,2.2
8102,1.26,6.11,2.81,-2.09,0.22,2.99,1.41,0.6
8103,1.89,3.08,1.4,-1.19,0.41,1,1.54,1.05
8104,3.3,2.41,2.06,-3.06,0.24,1.88,0.85,2.27
8105,4.64,3.27,4.65,-2.41,-0.2,1.5,1.83,1.2
8106,19.14,44.19,18.69,-6.42,-0.95,0.32,2.62,1.97
8107,2.08,2.58,2.1,-3.3,-0.39,2.19,0.42,1.82
8108,3.25,4.57,3.22,-2.07,-0.08,1.25,1.48,2
8109,6.45,5.87,6.37,-2.75,-0.45,1.18,2.04,1.69
8110,15.76,35.41,15.8,-6.57,-0.64,0.7,2.2,2.1
8111,2.3,1.99,1.77,-1.6,-0.14,0.7,0.87,2.69
8112,6.16,15.22,5.18,-6.5,0.34,2.32,0.89,1.78
8113,0.9,2.96,0.66,-0.43,1.06,0.34,2.82,0.52
8114,0.43,6.1,0.54,-0.68,0.92,0.47,2.53,1.28
8115,0.19,3.88,0.2,-1.01,0.73,0.35,1.64,1.99
8116,7.33,6.51,7.35,-2.84,-0.57,0.65,2.37,1.09
8117,0.02,2.67,0.05,-1.44,1.01,2.19,0.83,1.13
8118,3.13,5.75,3.09,-3.74,-0.48,1.61,0.45,2.94
8119,3.47,5.75,2.94,-2.23,0.39,0.45,1.75,2.48
8120,1.99,4.27,1.36,-1.74,1.2,1.42,1.8,1.48
8121,12.27,16.25,12.32,-4.66,-0.91,0.36,2.16,2.48
8122,9.96,15.44,6.48,-5.62,-0.64,2.23,0.86,1.91
8123,1.91,7.81,2.56,-1.19,0.36,0.48,2.56,1.34
8124,1.21,3.2,1.2,-2.91,0.14,3.51,0.4,0.98
8125,4.28,7.82,2.5,-0.97,-0.22,0.79,2.21,1.61
8126,2.04,9.16,1.99,-0.82,0.39,0.35,2.86,0.92
8127,5.99,6.83,6,-2.11,0.22,2.25,2.49,0.26
8128,11.6,24.06,12.77,-5.66,-1.21,1.62,1.95,1.43
8129,6.97,9.89,5.32,-4.21,-0.42,1.49,0.9,1.95
8130,10.57,5.96,9.72,-3.77,-0.54,0.59,2.18,2.23
8131,12.19,25.59,11.3,-8.76,-0.62,1.36,1.11,2.54
8132,1.55,3.67,1.03,-0.71,0.9,0.35,3.07,1.28
8133,7.07,6,7.05,-3.84,-0.11,0.85,1.81,0.9
8134,0.02,4.47,0.08,-0.41,1.44,1.23,2.08,0.74
8135,4.36,1.83,3.82,-1.41,-0.25,0.49,2.41,1.68
8136,11.84,40.59,2.65,-1.4,0.2,0.38,2.12,1.6
8137,6.28,7.18,6.33,-4.29,-0.84,2.35,1.19,1.46
8138,16.03,28.96,13.37,-5,-0.85,0.45,2.29,2.26
8139,3.89,4.39,2.94,-1.46,0.97,1.09,2.02,0.52
8140,5.3,13.02,3.91,-2.01,0.08,1.4,1.99,1.13
8141,8.25,10.73,5.71,-6.93,0.13,1.44,0.87,2.43
8142,8.95,7.24,8.3,-5.07,-0.18,0.44,1.53,3.03
8143,0.52,1.74,0.5,-0.52,2.09,1.76,2.12,0.29
8144,1.4,1.84,1.04,-0.55,-0.08,1.34,1.6,2.06
8145,1.37,1.06,1.4,-0.7,0.15,0.34,2.38,1.79
8146,3.36,2.51,3.37,-3.05,0.86,2.9,0.88,0.36
8147,10.68,6.41,10.67,-3.87,-0.37,0.44,2.63,1.32
8148,0.89,2.87,0.76,-2.26,1.27,0.73,1.31,1.73
8149,2.56,7.91,1.17,-3.1,2.64,0.52,1.52,1.34
8150,0.93,1.03,0.94,-0.92,0.43,1.13,1.9,1.88
8151,1.01,2.23,0.9,-0.57,0.72,0.26,2.88,1.03
8152,3.6,14.62,4.03,-4.1,-0.83,1.23,0.49,2.43
8153,3.24,2.87,2.38,-2.07,0.04,2.29,1.18,1.48
8154,6.86,14.66,3.3,-2.4,-0.01,0.84,1.37,1.69
8155,2.09,3.52,2.15,-0.88,-0.28,1.2,1.81,1.98
8156,4.1,4.65,2.87,-2,0.53,0.54,1.85,1.56
8157,4.85,2.3,4.53,-4.14,0.06,0.98,1.13,2.46
8158,2.23,6.11,1.84,-0.67,0.46,1.47,1.85,0.29
8159,9.24,15.04,9.13,-6.68,-1.33,2.07,1,1.84
8160,9.36,14.76,9.29,-5.4,-0.86,2.47,1.3,1.12
8161,9.03,14.01,9.03,-4.61,-0.18,1.37,1.89,1.74
8162,1.28,2.19,1.28,-2.46,1.12,1.46,1.04,1.14
8163,10.83,18.11,10.84,-3.35,-0.25,0.69,3,1.12
8164,3.07,5.4,2.3,-2.93,0.38,1.67,1.02,1.81
8165,2.03,5.96,2.06,-0.75,0.17,0.65,3.04,1.31
8166,0.08,2.56,0.17,-1.48,2.5,1.19,1.8,1.31
8167,9.75,13.77,9.73,-4.24,0.04,1.2,2.31,1.5
8168,1.32,3.37,0.96,-1.37,0.47,0.48,1.45,2.19
8169,0.2,2.35,2.17,-2.44,1.08,0.96,1.62,1.65
8170,2.08,2.13,1.79,-2.47,0.41,2.91,0.68,1.16
8171,7.15,12.99,6.41,-3.39,0,1.69,1.75,0.58
8172,1.03,6.32,1.19,-0.89,0.58,0.27,2.57,1.89
8173,0.65,3.52,0.4,-5.03,0.72,1.19,0.42,2.38
8174,3.27,2.71,3.18,-1.83,0.41,1.01,2.01,1.21
8175,1.01,2.23,0.89,-1.79,0.29,0.95,0.87,2.31
8176,19.39,71.29,4.81,-2.13,0.29,0.08,2.53,1.98
8177,11.03,22.33,10.4,-8.03,-1.33,1.56,0.87,2.57
8178,12.87,39.58,12.86,-3.42,-1.73,0.31,2.8,1.9
8179,0.67,2.07,0.61,-0.94,0.61,0.66,1.78,1.75
8180,0.51,5.8,0.55,-1.33,0.6,2.48,0.87,1.01
8181,6.05,15.45,6.51,-2.63,0.13,0.09,2.59,2.32
8182,13.65,28.77,11.72,-5.61,0.04,0.51,2.1,1.65
8183,4.77,2.73,4.75,-3.79,-0.53,1.32,0.86,2.82
8184,1.51,2.06,1.51,-0.98,3.38,1.11,1.77,0.23
8185,10.94,21.45,11.02,-5.8,0.19,1.12,1.96,1.82
8186,18.14,43.07,14.44,-4.78,-0.78,0.66,2.63,1.7
8187,6.81,17.48,6.7,-2.6,-0.5,0.89,2.4,0.93
8188,2.02,1.53,1.82,-1.18,0.81,0.63,2.49,1.38
8189,6.66,5.43,6.69,-3.32,-0.37,0.61,1.77,2.2
8190,5.59,6.28,5.42,-1.98,-0.24,1.27,2.65,0.71
8191,8.32,20.38,7.96,-5.24,-0.34,2.5,1.45,1.05
8192,7.71,28.58,2.33,-4.91,-0.17,3.28,0.43,1.29
8193,3.51,5.23,3.53,-2.67,-0.11,2.19,1.26,1.55
8194,2.08,2.58,2.08,-1.93,-0.38,2.12,0.71,1.86
8195,5.82,17.58,5.79,-4.49,-0.79,2.15,0.87,1.89
8196,5.73,23.51,5.56,-5.72,0.04,2.87,0.98,1.14
8197,6.86,14.66,3.26,-1.1,-0.05,0.05,2.87,2
8198,12.04,17.58,10.43,-2.95,-1.42,0.21,2.37,2.42
8199,7.21,7.18,6.21,-2.61,-0.01,0.31,2.37,2.32
8200,2.42,3.45,2.38,-1,0.47,0.53,2.77,0.82
8201,4.68,10.38,3.69,-2.76,0.5,1.35,1.66,1.79
8202,5.86,3.74,5.63,-2.37,-0.39,1.57,1.99,1.3
8203,2.17,2.21,2.08,-1.57,0.7,1.84,1.44,0.64
8204,4,10.91,3.58,-4.18,-0.29,2.16,0.75,1.52
8205,0.12,1.68,0.17,-0.47,1.09,0.82,2.62,1.44
8206,4,10.91,3.69,-1.32,-0.55,2.7,1.83,0.36
8207,14.41,11.36,9.11,-2.82,-0.14,0.53,3.01,1.46
8208,8.52,19.72,7.65,-4.57,-0.62,1.04,1.47,1.51
8209,10.9,19.65,10.89,-5.96,-0.38,1.44,1.79,0.58
8210,1.59,1.76,1.27,-0.87,-0.01,3.12,1.45,0.43
8211,9.01,24.78,2.45,-3.73,0.34,3.82,0.44,0.75
8212,8.84,10.35,6.2,-3.32,-0.58,0.6,1.51,2.05
8213,7.9,19.35,8.23,-4.48,0.78,0.3,2.12,1.62
8214,15.93,15.57,13.31,-5.24,-0.64,0.97,2.29,1.74
8215,2.59,6.92,2.51,-2.13,-0.15,0.44,0.92,3.64
8216,4.01,6.1,3.97,-2.54,-0.07,1.76,1.54,0.88
8217,2.86,3.83,1.96,-1.68,0.75,1.21,1.43,0.59
8218,9.97,34.94,9.92,-4.27,-0.27,1.59,2.25,1.16
8219,1.46,4.05,1.64,-2.32,1.12,0.03,1.98,2.64
8220,1.95,5.97,1.64,-3.32,0.31,3.47,0.45,0.74
8221,5.2,6.31,4.15,-7.69,-0.44,2.31,0.44,1.74
8222,2.28,4.2,1.52,-2.44,1.3,0.57,1.66,1.95
8223,3.58,6.12,2.24,-1.54,0.49,0.6,2.02,1.78
8224,5.76,3.03,5.01,-2.35,1.09,0.61,2.43,0.64
8225,6.23,3.29,4.01,-1.76,0.03,0.9,2.31,1.79
8226,10.05,7.76,9.19,-3.11,-0.82,0.78,2.5,1.72
8227,9.12,18.58,8.44,-3.69,-1.25,0.62,1.62,1.97
8228,6.08,11.38,6.03,-3.66,-0.67,2.07,1.29,1.56
8229,2.42,1.45,2.19,-0.88,1.51,1.03,2.66,0.4
8230,5.45,11.34,5.44,-3.18,0.23,0.88,1.68,1.35
8231,6.31,9.84,4.6,-2.3,-0.02,1.71,1.99,1.16
8232,0.26,2.15,0.28,-0.66,0.88,0.64,2.19,1.32
8233,3.89,7.14,3.89,-2.35,0.53,0.66,2.15,2.19
8234,1.39,6.77,0.61,-0.29,0.38,1.89,1.63,0.77
8235,6.66,8.25,5.34,-3.68,-0.13,1.19,1.25,1.96
8236,9.67,19.94,10.33,-4.9,-0.61,0.99,1.84,2.16
8237,4.73,6.69,4.38,-1.77,-0.31,0.34,2.06,2.36
8238,6.76,19.1,6.8,-3.11,-0.36,1.09,2.01,1.52
8239,9.79,7.76,8.85,-5.48,0.03,0.44,1.63,2.74
8240,0.68,2.5,0.73,-0.27,1.23,2.41,1.25,0.53
8241,6.15,9.58,6.15,-1.6,-0.61,0.76,3.24,0.85
8242,5.07,2.05,3.79,-2.92,0.27,0.62,1.46,1.76
8243,7.15,22.1,5.71,-2.85,0.24,0.78,2,1.35
8244,10.86,6.41,10.52,-6.57,-0.23,0.99,1.54,1.75
8245,4.68,3.05,4.74,-3.88,0.47,1.31,1.39,1.38
8246,6.15,9.58,6.21,-2.84,-0.5,1.15,1.88,1.75
8247,1.2,3.03,0.94,-2.35,1.48,0.88,1.5,1.75
8248,0.95,1.1,0.61,-0.88,0.46,1.79,1.42,1.38
8249,13.66,11.28,13.78,-4.86,-0.99,0.69,2.52,1.55
8250,5.36,3.83,5.36,-2.6,0.22,0.15,2.21,1.75
8251,0.19,3.88,0.1,-0.88,0.73,0.61,1.66,1.86
8252,21.91,57.35,20.61,-5.17,-1.76,0.5,3.72,0.78
8253,7.32,22.78,1.53,-1.56,0.57,0.42,1.68,1.92
8254,4.88,6.62,3.57,-2.12,0.14,1.92,1.75,1.01
8255,0.9,2.96,0.62,-0.41,0.39,0.71,2.72,1.26
8256,6.83,7.84,6.84,-8.27,-0.58,1.2,0.69,1.95
8257,4.59,8.63,4.54,-4.47,0.11,2.42,0.96,1.26
8258,2.18,5.3,2.12,-1.2,0.29,0.69,2.12,1.47
8259,1.36,2.22,1.4,-0.48,0.89,0.3,3.35,0.23
8260,6.52,10.06,6.57,-2.27,-0.11,0.68,2.82,1.5
8261,4.39,8.99,4.16,-1.47,-0.58,0.28,1.6,3.12
8262,2.42,1.45,2.12,-1.07,1.29,0.76,2.69,0.59
8263,1.72,4.42,1.82,-3.12,0.7,0.95,1.1,2.95
8264,0.09,1.31,0.61,-2.3,1.17,0.46,1.44,2.31
8265,2.28,7.33,1.56,-1.83,0.68,1.66,1.46,1.63
8266,16.54,58.41,15.7,-5.72,-1.18,0.58,2.31,2.11
8267,9.99,19.61,9.33,-3.55,-0.12,0.14,2.56,2
8268,5.11,2.44,5.03,-4.47,0.27,1.37,1.23,1.74
8269,13.98,12.12,9.48,-5.13,-0.64,1.24,1.65,1.58
8270,9.99,19.61,9.33,-7.26,-0.33,0.66,1.14,3.2
8271,13.49,18.35,11.49,-3.44,-0.74,1,3.13,0.53
8272,2.71,2.79,2.7,-1.23,0.43,0.19,2.87,1.94
8273,9.01,14.72,6.53,-2.47,-0.52,0.42,2.23,1.97
8274,10.24,19.35,8.2,-5.13,-0.65,1.83,1.37,1.8
8275,2.6,1.67,2.29,-1.78,0.35,2.65,1.46,0.89
8276,5.02,25.78,2.54,-1.38,-0.11,1.57,1.75,1.15
8277,1.41,4.99,0.72,-1.04,0.9,1.02,2.22,1.77
8278,1.45,1.87,1.42,-1.04,0.29,0.66,1.92,2
8279,12.04,17.58,10.49,-2.61,-0.73,0.12,3.69,1.18
8280,6.94,18.78,4.31,-1.53,-0.35,0.85,2.46,1.56
8281,1.45,1.87,1.46,-0.39,0.93,1.47,2.61,0.44
8282,0.38,3.38,0.5,-0.39,0.21,0.07,2.4,2.07
8283,7.98,5.71,6.45,-2.63,0.18,0.39,2.57,1.72
8284,3.31,3.46,2.69,-4.15,-0.6,2.5,0.4,1.71
8285,16.42,18.02,13.91,-7.54,-0.77,1.35,1.64,2.01
8286,5.99,1.65,5.99,-2.91,-0.41,0.83,1.83,1.61
8287,5.23,7.95,4.45,-3.59,0.67,1.36,1.52,1.5
8288,11.16,48.16,9.13,-6.21,-0.28,2.27,1.36,0.95
8289,12.35,16.78,12.19,-9.19,-0.93,2.01,1.14,1.84
8290,13.78,7.68,8.48,-2.43,-0.61,0.28,3.08,1.63
8291,11.73,8.9,9.74,-3.44,-0.97,0.13,2.03,2.84
8292,11.93,20.82,11.88,-5.5,-0.67,0.47,1.91,2.05
8293,3.79,4.33,3.63,-2.05,-0.13,1.59,1.29,1.73
8294,14.48,17.24,11.11,-5.87,-0.42,1.77,1.82,1.02
8295,9,18.18,9.44,-3.86,-1.06,1.1,1.98,1.7
8296,4.39,8.99,4.15,-1.16,-0.51,0.11,2.54,2.36
8297,10.82,9.35,10.13,-3.89,-0.57,0.4,2.26,2.35
8298,10.76,12.26,9.53,-6.75,-0.84,1.04,1.23,1.46
8299,6.16,15.22,5.22,-2.23,-0.67,1.26,1.74,2
8300,3.87,3.91,3.94,-1.27,0.1,0.06,3.24,1.7
8301,2.15,6.28,1.16,-0.28,2.01,1.6,2.31,0.22
8302,4.87,4.86,3.58,-2.56,0.26,1.57,1.35,0.66
8303,6.55,4.17,6.38,-1.86,-0.55,0.89,2.68,1.43
8304,13.21,44.26,13.24,-6.95,-0.7,1.9,1.77,1.34
8305,7.81,17.23,7.15,-2.45,-0.12,0.46,2.84,1.64
8306,0.19,2.44,0.4,-0.99,1.88,0.87,2.3,1
8307,9.57,31.48,9.66,-3.72,-1.46,1.26,1.86,1.88
8308,11.93,34.13,8.43,-2.98,-0.77,1.73,2.67,0.61
8309,8.7,13.87,8.57,-3.07,-0.78,1.05,2.51,1.11
8310,5.94,17.62,5.09,-3.06,0.21,1.36,1.57,1.14
8311,9.07,26.77,8.66,-3.2,-0.72,0.7,2.03,2.28
8312,0.54,3.83,0.55,-1.47,1.26,1,1.19,0.95
8313,11.51,17.09,7.95,-2.56,-0.53,0.84,2.59,1.57
8314,3.47,11.85,2.97,-1.29,0.41,0.84,2.41,0.33
8315,0.77,3.89,0.36,-0.82,0.72,0.36,1.84,1.59
8316,0.79,3.79,0.56,-1.14,1.01,0.76,1.49,1.13
8317,2.68,1.2,2.5,-1.5,0.39,1.83,1.18,0.89
8318,4.79,20.87,4.62,-2.14,-0.74,2.18,1.43,1.4
8319,3.24,2,2.37,-2.83,0.48,0.81,1.13,1.73
8320,6.9,5.23,4.86,-1.55,-0.73,0.49,1.97,2.47
8321,1.87,9.04,0.64,-0.35,1.03,0.19,3.79,0.67
8322,4.08,5.03,4.08,-4.5,0.04,1.09,0.93,2.61
8323,5.81,6.61,5.77,-2,-0.52,0.53,2.41,1.82
8324,0.11,1.8,0.08,-2.42,0.22,1.68,0.23,2.18
8325,2.16,2.39,1.92,-2.58,-0.05,1.93,0.7,2.37
8326,3.6,3.12,3.64,-2.6,0.04,1.26,1.3,2.26
8327,4.01,3.19,4,-2.03,0.39,0.24,2.37,2.08
8328,21.46,47.41,14.51,-6.53,-0.92,1.55,2.02,1.43
8329,8.93,31.23,10.13,-2.51,-1.04,0.25,3.54,1.2
8330,3.87,7,3.86,-2.9,-0.08,2.17,1.29,1.53
8331,10.2,17.92,8.49,-2.75,-0.72,1.25,2.85,0.9
8332,2.88,2,2.82,-2.15,-0.08,2.08,1.01,1.35
8333,9.11,8.16,9.08,-2.58,-0.55,0.14,3.33,0.89
8334,4.79,9.6,5.81,-3.65,0.29,1.79,1.63,0.47
8335,1.04,5.92,3.98,-3.88,-0.07,1.14,0.98,2.47
8336,2.17,2.21,2.12,-0.72,-0.27,0.35,2.26,1.83
8337,10.12,13.21,10.12,-3.16,-0.47,0.53,3,1.36
8338,5.74,6.81,4.3,-1.44,-0.22,0.14,2.65,2.21
8339,3.53,9.05,4.09,-4.47,0.47,2.65,1.02,0.99
8340,1.77,3.5,1.33,-2.46,0.82,1.24,0.96,1.9
8341,1.25,6.34,0.48,-1.03,0.51,0.63,1.34,1.77
8342,9.39,13.28,8.9,-5.15,-0.36,0.51,1.56,2.41
8343,2.79,8.68,1.27,-0.65,0.14,1.35,2.1,0.7
8344,2.45,6.23,2.51,-1.35,-0.54,2.33,1.32,1.35
8345,6.49,4.58,6.03,-1.56,-0.47,0.58,3.35,1.07
8346,9.7,15.47,6.62,-5.07,0.43,2.31,1.21,0.35
8347,8.7,5.67,8.6,-4.63,0.22,0.62,1.93,1.51
8348,9.95,20.15,9.93,-4.21,-0.8,0.75,1.8,2.45
8349,3.56,11.34,3.12,-2.61,-0.1,1.55,0.93,2.52
8350,1.17,4.26,0.7,-0.62,1.09,0.1,2.75,0.92
8351,5.71,7.61,6.21,-2.27,-0.04,0.84,2.53,1.62
8352,4.53,3.96,4.39,-3.67,1.04,0.31,1.89,2.45
8353,2.19,5.81,1.18,-4.29,0.17,0.86,0.41,3.42
8354,1.81,5.13,1.89,-1.35,0.59,1.48,1.94,1.23
8355,3.16,3.34,2.89,-1.9,0.69,1.01,1.72,1
8356,3.9,17.4,2.24,-1.65,0,0.91,1.36,1.99
8357,14.41,7.85,9.36,-3.78,-0.72,0.82,2.21,1.4
8358,7.09,3.84,7.11,-2.83,-0.24,0.3,2.31,2.39
8359,3.32,2.73,2.67,-3.66,-0.36,2.25,0.51,2.24
8360,10.02,13.52,10.02,-5.88,-0.4,0.36,1.57,1.98
8361,8.81,5.81,8.89,-2.87,-0.67,0.59,2.74,1.53
8362,6.21,9.25,6.13,-2.31,-0.05,0.81,2.38,1.6
8363,3.56,11.34,3.12,-2.81,0.35,1.55,1.36,2.01
8364,1.35,1.4,1.27,-5.33,0.49,2.06,0.43,2.09
8365,7.22,14.88,7.17,-3.26,-0.81,1.34,1.66,1.82
8366,5.97,8.4,4.24,-2.12,0.25,0.46,2.12,1.75
8367,3.76,5.31,2.82,-2.52,-0.39,2.15,0.8,2.05
8368,6.23,2.72,5.83,-2.72,0.36,0.6,2.36,1.63
8369,6.88,8.67,6.88,-6.43,-0.55,2.84,0.87,0.81
8370,9.02,12.68,7.03,-3.58,-0.14,0.61,1.88,2.16
8371,1.1,5.03,1.11,-2.35,0.84,0.93,1.42,2.65
8372,6.89,10.55,5.63,-2.38,-0.18,1.83,1.82,1.29
8373,9.55,16.53,7.84,-5.96,0.33,0.45,1.46,2.61
8374,7.26,16.8,6.99,-1.69,-0.9,0.23,3.42,1.35
8375,0.05,2.81,0.23,-2.19,0.48,2.38,0.45,1.57
8376,15.21,19.64,13.37,-4.88,-1.24,0.49,2.19,2.16
8377,2.03,5.96,2.03,-1.29,0.35,1.33,1.88,1.13
8378,1.37,5.37,1.72,-0.65,-0.16,0.08,2.05,2.43
8379,4.28,7.82,2.66,-0.7,-0.09,1.64,2.57,0.79
8380,8.7,13.87,8.61,-5.81,-0.28,2.02,1.32,0.72
8381,3.03,2.9,2.55,-0.75,-0.04,1.06,2.29,1.65
8382,11,8.66,9.81,-4.24,-0.24,0.65,2.24,1.32
8383,0.73,2.93,0.5,-1.26,0.94,1.86,1.57,1.57
8384,4.6,9.11,4.17,-1.99,-0.36,1.83,1.88,1.18
8385,2.16,1.7,2.19,-0.93,-0.15,0.46,1.94,2.59
8386,9.04,16.61,9.11,-1.97,-1.02,0.39,4.25,0.36
8387,11.09,14.35,7.69,-2.76,-1.21,0.32,1.31,3.37
8388,1.7,2.27,1.72,-1.1,0.48,0.92,1.95,0.88
8389,8.64,26.64,8.63,-4.85,-0.56,1.71,1.59,1.64
8390,3.21,2.07,2.86,-2.63,0.03,1.37,1.11,1.94
8391,5.16,17.76,4.58,-1.45,-0.29,0.29,2.86,1.5
8392,3.24,2.87,2.42,-3.03,0.73,2.61,1.07,1.13
8393,5.77,5.85,5.78,-2.9,0.42,1.01,2.08,0.61
8394,7.08,4.73,6.76,-4.21,-0.5,0.76,1.32,2.41
8395,6.98,19.96,6.79,-4.9,-0.14,1.6,1.35,1.26
8396,13.47,45.18,7.36,-3.88,-0.04,0.47,1.88,1.53
8397,3.51,1.55,3.4,-4.39,0.61,0.69,1.03,1.84
8398,5.5,2.38,3.88,-1.96,0.18,0.94,2.09,1.19
8399,1.9,6.62,2.04,-0.65,-0.13,0.5,2.8,1.7
8400,0.44,3.36,0.56,-0.84,0.42,3.49,0.95,0.56
8401,4.67,3.85,4.77,-2.7,-0.18,2.25,1.7,0.98
8402,5.18,17.13,1.5,-2.86,0.03,1.48,0.55,2.56
8403,5.63,6.95,5.7,-3.45,-0.24,1.87,1.57,1.19
8404,2.66,6.57,1.83,-0.9,0.61,0.17,2.79,1.11
8405,0.2,2.29,0.25,-0.48,1.01,0.54,2.9,1.13
8406,0.26,2.15,0.28,-0.44,0.69,0.37,2.78,1.37
8407,17.66,33.23,17.33,-7.14,-0.96,1.18,2.21,1.62
8408,12.26,22.9,11.88,-6.03,-0.66,0.98,1.73,2.19
8409,15.23,17.59,14.5,-6.83,-0.88,0.49,1.77,2.74
8410,2.71,5.16,2.73,-1.44,0.18,1.95,1.89,0.89
8411,6.67,17.7,4.31,-3.49,0.02,0.49,1.25,2.58
8412,5.62,2.9,5.62,-3.36,0.58,0.21,2.03,2.07
8413,0.02,3.59,0.58,-2.08,0.17,0.6,0.53,3.05
8414,1.16,1.31,1.14,-0.57,0.58,0.13,3.13,1.11
8415,5.45,3.44,4.6,-1.58,-0.49,0.63,2.26,2.11
8416,5.48,5.69,5.37,-2.74,-0.1,2.38,1.75,0.56
8417,10.6,7.97,10.6,-4.42,-0.45,0.39,2.18,2.15
8418,2.25,3.83,2.47,-1.97,0.38,1.94,1.38,0.65
8419,1.57,2.01,1.56,-0.84,1,0.49,2.66,0.67
8420,1.58,1.45,1.55,-3.94,0.46,1.56,0.67,2.37
8421,0.73,4.87,0.89,-1.11,0.72,0.85,1.77,1.49
8422,10.45,17.94,8.62,-3.44,0.05,1.49,2.3,1.2
8423,7.22,12.11,7.15,-3.09,-0.85,0.35,1.43,3.21
8424,0.23,3.5,0.48,-2.56,1.06,0.6,1.39,2.9
8425,4.72,5.35,4.7,-3.09,0.11,1.6,1.58,1.68
8426,6.89,10.55,5.7,-1.89,0.08,1.18,2.72,0.56
8427,6.13,14.48,4.56,-4.31,0.5,0.85,1.38,2.77
8428,3.69,5.61,2.97,-4.83,0.56,0.25,0.93,2.71
8429,1.14,1.14,0.98,-2.06,0.54,1.11,0.89,1.58
8430,0.95,1.1,0.6,-1.55,1.61,2.03,1.02,0.61
8431,2.23,3.91,1.86,-1.83,0.86,1.6,1.56,1.16
8432,9.23,17.96,5.16,-3.83,-0.48,2.35,1.16,1.49
8433,7.32,10.06,7.22,-2.52,1.28,0.7,3.11,1
8434,8.08,8.28,7.3,-7.79,-1.03,0.66,0.54,3
8435,8.44,17.76,7.68,-5.52,0.16,1.36,1.41,0.63
8436,2.43,1.55,2.27,-1.98,0.12,1.27,1.28,2.21
8437,3.36,2.51,3.32,-2.9,-0.26,1.67,0.97,1.94
8438,6.38,7.21,6.92,-3.87,-0.42,1.84,1.62,1.54
8439,0.11,1.8,0.18,-1.35,0.35,1.48,0.62,1.89
8440,2.51,4.15,4.53,-4.25,1.46,0.12,2.02,2.78
8441,5.8,9.7,4.98,-1.59,-0.41,0.38,2.7,1.67
8442,15.39,46.58,15.35,-5.94,-0.14,0.64,2.48,1.59
